a,0.04,-0.31,9.78, ,1.309
a,0.04,-0.27,9.78, ,1.312
r,0.88,-0.01,-0.01,0.47,1.317
a,0.04,-0.27,9.78, ,1.319
a,0.08,-0.31,9.80, ,1.322
r,0.88,-0.01,-0.01,0.47,1.327
a,0.08,-0.31,9.78, ,1.330
a,0.08,-0.31,9.78, ,1.334
r,0.88,-0.01,-0.01,0.47,1.337
a,0.08,-0.31,9.78, ,1.340
r,0.88,-0.01,-0.01,0.47,1.345
a,0.08,-0.31,9.74, ,1.348
a,0.08,-0.31,9.78, ,1.351
r,0.88,-0.01,-0.01,0.47,1.356
a,0.12,-0.34,9.78, ,1.359
a,0.12,-0.34,9.78, ,1.362
r,0.88,-0.01,-0.01,0.47,1.367
a,0.12,-0.38,9.78, ,1.370
a,0.08,-0.34,9.74, ,1.374
r,0.88,-0.01,-0.01,0.47,1.377
a,0.08,-0.34,9.78, ,1.379
a,0.12,-0.34,9.78, ,1.382
r,0.88,-0.01,-0.01,0.47,1.387
a,0.12,-0.34,9.80, ,1.390
a,0.12,-0.34,9.78, ,1.393
r,0.88,-0.01,-0.01,0.47,1.396
a,0.12,-0.34,9.80, ,1.400
a,0.12,-0.31,9.80, ,1.404
r,0.88,-0.01,-0.01,0.47,1.406
a,0.12,-0.34,9.74, ,1.410
a,0.08,-0.34,9.74, ,1.412
a,0.12,-0.31,9.80, ,1.416
r,0.88,-0.01,-0.01,0.47,1.419
a,0.08,-0.31,9.80, ,1.422
r,0.88,-0.01,-0.01,0.47,1.429
a,0.08,-0.34,9.80, ,1.433
r,0.88,-0.01,-0.01,0.47,1.436
a,0.12,-0.31,9.78, ,1.439
a,0.12,-0.27,9.74, ,1.442
r,0.88,-0.01,-0.01,0.47,1.446
a,0.12,-0.27,9.78, ,1.450
a,0.12,-0.27,9.78, ,1.453
r,0.88,-0.01,-0.01,0.47,1.456
a,0.12,-0.27,9.78, ,1.459
a,0.08,-0.31,9.80, ,1.461
r,0.88,-0.01,-0.01,0.47,1.466
a,0.16,-0.31,9.78, ,1.470
a,0.12,-0.31,9.78, ,1.472
a,0.12,-0.34,9.80, ,1.476
r,0.88,-0.01,-0.01,0.47,1.479
a,0.12,-0.31,9.80, ,1.482
r,0.88,-0.01,-0.01,0.47,1.486
a,0.08,-0.31,9.78, ,1.490
a,0.12,-0.34,9.78, ,1.492
a,0.08,-0.31,9.78, ,1.496
r,0.88,-0.01,-0.01,0.47,1.499
a,0.12,-0.31,9.78, ,1.502
r,0.88,-0.01,-0.01,0.47,1.507
a,0.12,-0.31,9.78, ,1.510
a,0.12,-0.31,9.74, ,1.514
r,0.88,-0.01,-0.01,0.47,1.517
a,0.12,-0.34,9.78, ,1.520
r,0.88,-0.01,-0.01,0.47,1.525
a,0.12,-0.31,9.78, ,1.529
a,0.04,-0.27,9.78, ,1.531
a,0.16,-0.31,9.80, ,1.535
r,0.88,-0.01,-0.01,0.47,1.538
a,0.08,-0.31,9.80, ,1.541
r,0.88,-0.01,-0.01,0.47,1.546
a,0.08,-0.31,9.78, ,1.550
a,0.04,-0.31,9.78, ,1.552
r,0.88,-0.01,-0.01,0.47,1.557
a,0.12,-0.31,9.78, ,1.559
a,0.08,-0.31,9.78, ,1.562
r,0.88,-0.01,-0.01,0.47,1.566
a,0.08,-0.34,9.78, ,1.569
a,0.08,-0.31,9.78, ,1.572
r,0.88,-0.01,-0.01,0.47,1.577
a,0.08,-0.31,9.78, ,1.579
a,0.08,-0.34,9.78, ,1.582
r,0.88,-0.01,-0.01,0.47,1.586
a,0.12,-0.34,9.74, ,1.590
a,0.12,-0.34,9.80, ,1.593
r,0.88,-0.01,-0.01,0.47,1.596
a,0.08,-0.31,9.80, ,1.600
a,0.12,-0.31,9.78, ,1.602
r,0.88,-0.01,-0.01,0.47,1.607
a,0.08,-0.31,9.80, ,1.611
r,0.88,-0.01,-0.01,0.47,1.616
a,0.12,-0.27,9.78, ,1.618
a,0.08,-0.31,9.80, ,1.621
r,0.88,-0.01,-0.01,0.47,1.626
a,0.08,-0.31,9.80, ,1.629
a,0.12,-0.34,9.78, ,1.632
r,0.88,-0.01,-0.01,0.47,1.636
a,0.08,-0.34,9.80, ,1.639
a,0.08,-0.34,9.78, ,1.641
r,0.88,-0.01,-0.01,0.47,1.646
a,0.12,-0.34,9.78, ,1.650
a,0.08,-0.31,9.78, ,1.652
r,0.88,-0.01,-0.01,0.47,1.656
