m,-8.06,18.62,-34.38, ,1.781
g,0.00,0.00,0.00, ,1.783
r,0.96,-0.01,0.04,-0.27,1.787
g,0.00,0.00,0.00, ,1.791
r,0.96,-0.01,0.04,-0.27,1.794
a,-0.77,-0.38,9.61, ,1.797
m,-7.94,20.06,-35.31, ,1.801
g,0.00,0.00,0.00, ,1.804
r,0.96,-0.01,0.04,-0.27,1.807
g,0.00,0.00,0.00, ,1.811
r,0.96,-0.01,0.04,-0.27,1.814
a,-0.77,-0.38,9.61, ,1.817
m,-7.94,19.75,-34.44, ,1.821
g,0.00,0.00,0.00, ,1.823
r,0.96,-0.01,0.04,-0.27,1.826
g,0.00,0.00,0.00, ,1.830
r,0.96,-0.01,0.04,-0.27,1.833
a,-0.80,-0.38,9.65, ,1.836
m,-7.50,19.31,-34.88, ,1.840
g,0.00,0.00,0.00, ,1.842
r,0.96,-0.01,0.04,-0.27,1.846
g,0.00,0.00,0.00, ,1.850
r,0.96,-0.01,0.04,-0.27,1.853
a,-0.77,-0.42,9.61, ,1.856
m,-7.75,19.00,-35.25, ,1.860
g,0.00,0.00,0.00, ,1.863
r,0.96,-0.01,0.04,-0.27,1.866
g,0.00,0.00,0.00, ,1.870
r,0.96,-0.01,0.04,-0.27,1.873
a,-0.77,-0.42,9.61, ,1.876
m,-7.88,18.75,-36.50, ,1.880
g,0.00,0.00,0.00, ,1.882
r,0.96,-0.01,0.04,-0.27,1.885
g,0.00,0.00,0.00, ,1.890
r,0.96,-0.01,0.04,-0.27,1.893
a,-0.73,-0.38,9.61, ,1.896
m,-7.81,19.81,-35.69, ,1.899
g,0.00,0.00,0.00, ,1.902
r,0.96,-0.01,0.04,-0.27,1.906
g,0.00,0.00,0.00, ,1.910
r,0.96,-0.01,0.04,-0.27,1.913
a,-0.77,-0.38,9.61, ,1.917
m,-7.88,19.75,-35.31, ,1.920
g,0.00,0.00,0.00, ,1.924
r,0.96,-0.01,0.04,-0.27,1.926
g,0.00,0.00,0.00, ,1.931
r,0.96,-0.01,0.04,-0.27,1.933
a,-0.77,-0.38,9.61, ,1.937
m,-7.50,20.06,-36.25, ,1.940
g,0.00,0.00,0.00, ,1.943
r,0.96,-0.01,0.04,-0.27,1.945
g,0.00,0.00,0.00, ,1.950
r,0.96,-0.01,0.04,-0.27,1.952
a,-0.80,-0.42,9.65, ,1.955
m,-7.88,20.12,-35.75, ,1.958
g,0.00,0.00,0.00, ,1.961
r,0.96,-0.01,0.04,-0.27,1.964
a,-0.77,-0.38,9.65, ,1.967
m,-7.81,20.12,-36.56, ,1.971
g,0.00,0.00,0.00, ,1.974
r,0.96,-0.01,0.04,-0.27,1.977
g,0.00,0.00,0.00, ,1.981
r,0.96,-0.01,0.04,-0.27,1.984
a,-0.77,-0.38,9.65, ,1.987
m,-7.31,18.19,-35.31, ,1.991
g,0.00,0.00,0.00, ,1.993
r,0.96,-0.01,0.04,-0.27,1.996
g,0.00,0.00,0.00, ,2.000
r,0.96,-0.01,0.04,-0.27,2.003
a,-0.77,-0.38,9.69, ,2.005
m,-7.94,18.69,-35.62, ,2.008
g,0.00,0.00,0.00, ,2.012
r,0.96,-0.01,0.04,-0.27,2.015
a,-0.77,-0.42,9.65, ,2.020
g,0.00,0.00,0.00, ,2.023
m,-7.81,19.81,-36.19, ,2.025
r,0.96,-0.01,0.04,-0.27,2.028
g,0.00,0.00,0.00, ,2.032
r,0.96,-0.01,0.04,-0.27,2.035
a,-0.80,-0.42,9.61, ,2.041
g,0.00,0.00,0.00, ,2.043
m,-8.12,19.81,-35.69, ,2.045
r,0.96,-0.01,0.04,-0.27,2.048
g,0.00,0.00,0.00, ,2.052
r,0.96,-0.01,0.04,-0.27,2.055
a,-0.77,-0.38,9.61, ,2.061
g,0.00,0.00,0.00, ,2.063
m,-7.12,20.00,-36.25, ,2.065
r,0.96,-0.01,0.04,-0.27,2.068
g,0.00,0.00,0.00, ,2.072
r,0.96,-0.01,0.04,-0.27,2.075
g,0.00,0.00,0.00, ,2.081
r,0.96,-0.01,0.04,-0.27,2.083
a,-0.80,-0.42,9.65, ,2.086
m,-7.44,19.38,-35.75, ,2.089
g,0.00,0.00,0.00, ,2.092
r,0.96,-0.01,0.04,-0.27,2.094
a,-0.77,-0.38,9.61, ,2.098
m,-7.44,19.38,-35.75, ,2.101
g,0.00,0.00,0.00, ,2.103
r,0.96,-0.01,0.04,-0.27,2.106
